Gene name,Gene stable ID version,Human gene stable ID,Human gene name,Human homology type,%id. target Human gene identical to query gene,%id. query gene identical to target Human gene,Human Gene-order conservation score,"Human orthology confidence [0 low, 1 high]",Mouse gene stable ID,Mouse gene name,Mouse homology type,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,"Mouse orthology confidence [0 low, 1 high]"
MTMR4,ENSCJAG00000017418.5,ENSG00000108389,MTMR4,ortholog_one2one,96.1474,94.9545,50.0,1.0,ENSMUSG00000018401,Mtmr4,ortholog_one2one,89.531,89.8319,50.0,0.0
MTMR6,ENSCJAG00000019209.5,ENSG00000139505,MTMR6,ortholog_one2one,89.5296,95.008,100.0,1.0,ENSMUSG00000021987,Mtmr6,ortholog_one2one,88.3156,88.855,75.0,1.0
MTMR8,ENSCJAG00000040309.3,ENSG00000102043,MTMR8,ortholog_one2one,94.7887,95.5966,100.0,1.0,,,,,,,
MTMR9,ENSCJAG00000039182.3,ENSG00000104643,MTMR9,ortholog_one2one,96.1749,96.1749,50.0,1.0,ENSMUSG00000035078,Mtmr9,ortholog_one2one,91.9854,92.6606,100.0,1.0
MTNR1A,ENSCJAG00000020300.5,ENSG00000168412,MTNR1A,ortholog_one2one,88.3523,88.8571,100.0,1.0,ENSMUSG00000054764,Mtnr1a,ortholog_one2one,82.1023,81.8697,100.0,1.0
MTO1,ENSCJAG00000010003.5,ENSG00000135297,MTO1,ortholog_one2one,94.9495,95.0867,100.0,1.0,ENSMUSG00000032342,Mto1,ortholog_one2one,83.4055,86.3976,75.0,1.0
MTOR,ENSCJAG00000002191.5,ENSG00000198793,MTOR,ortholog_one2one,99.8823,99.8823,100.0,1.0,ENSMUSG00000028991,Mtor,ortholog_one2one,98.8623,98.8623,100.0,1.0
MTPAP,ENSCJAG00000013270.4,ENSG00000107951,MTPAP,ortholog_one2one,88.488,88.488,100.0,1.0,ENSMUSG00000024234,Mtpap,ortholog_one2one,76.2887,75.8974,100.0,1.0
MTPN,ENSCJAG00000071086.1,ENSG00000105887,MTPN,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000029840,Mtpn,ortholog_one2one,99.1525,99.1525,100.0,1.0
MTR,ENSCJAG00000017612.5,ENSG00000116984,MTR,ortholog_one2one,95.8103,95.8103,100.0,1.0,ENSMUSG00000021311,Mtr,ortholog_one2one,91.0672,91.9393,100.0,1.0
MTRES1,ENSCJAG00000046921.3,ENSG00000130349,MTRES1,ortholog_one2one,90.795,90.4167,100.0,1.0,ENSMUSG00000019797,Mtres1,ortholog_one2one,76.569,76.25,100.0,1.0
MTREX,ENSCJAG00000001773.5,ENSG00000039123,MTREX,ortholog_one2one,99.2322,99.2322,100.0,1.0,ENSMUSG00000016018,Mtrex,ortholog_one2one,97.4088,97.5962,100.0,1.0
MTRF1,ENSCJAG00000017739.6,ENSG00000120662,MTRF1,ortholog_one2one,86.1996,91.236,100.0,1.0,ENSMUSG00000022022,Mtrf1,ortholog_one2one,76.6454,80.9417,100.0,1.0
MTRF1L,ENSCJAG00000044179.3,ENSG00000112031,MTRF1L,ortholog_one2one,85.0602,92.8947,100.0,1.0,ENSMUSG00000019774,Mtrf1l,ortholog_one2one,72.7711,80.9651,100.0,1.0
MTRR,ENSCJAG00000008934.5,ENSG00000124275,MTRR,ortholog_one2one,82.2686,90.4011,100.0,1.0,ENSMUSG00000034617,Mtrr,ortholog_one2one,70.013,77.1552,50.0,0.0
MTSS1,ENSCJAG00000012784.5,ENSG00000170873,MTSS1,ortholog_one2one,93.7422,99.2053,100.0,1.0,ENSMUSG00000022353,Mtss1,ortholog_one2one,91.4894,96.3109,100.0,1.0
MTSS2,ENSCJAG00000014831.5,ENSG00000132613,MTSS2,ortholog_one2one,78.0423,78.9826,100.0,1.0,ENSMUSG00000033763,Mtss2,ortholog_one2one,70.7672,74.8252,100.0,1.0
MTTP,ENSCJAG00000015144.5,ENSG00000138823,MTTP,ortholog_one2one,92.6293,94.1834,100.0,1.0,ENSMUSG00000028158,Mttp,ortholog_one2one,82.2882,82.2882,100.0,1.0
MTURN,ENSCJAG00000040887.3,ENSG00000180354,MTURN,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000038065,Mturn,ortholog_one2one,95.4198,84.4595,100.0,1.0
MTUS1,ENSCJAG00000011583.5,ENSG00000129422,MTUS1,ortholog_one2one,89.9213,89.9213,100.0,1.0,ENSMUSG00000045636,Mtus1,ortholog_one2one,63.1496,66.281,100.0,1.0
MTUS2,ENSCJAG00000019500.5,ENSG00000132938,MTUS2,ortholog_one2one,90.823,91.0884,100.0,1.0,ENSMUSG00000029651,Mtus2,ortholog_one2one,68.2447,69.2535,100.0,1.0
MTX1,ENSCJAG00000008683.5,ENSG00000173171,MTX1,ortholog_one2one,90.4255,91.2017,100.0,1.0,ENSMUSG00000064068,Mtx1,ortholog_one2one,74.6809,76.1388,100.0,1.0
MTX2,ENSCJAG00000039174.3,ENSG00000128654,MTX2,ortholog_one2one,98.8593,98.8593,75.0,1.0,ENSMUSG00000027099,Mtx2,ortholog_one2one,96.5779,96.5779,100.0,1.0
MTX3,ENSCJAG00000019700.5,ENSG00000177034,MTX3,ortholog_one2one,97.1154,97.1154,100.0,1.0,ENSMUSG00000021704,Mtx3,ortholog_one2one,89.7436,89.7436,100.0,1.0
MUC13,ENSCJAG00000006640.5,ENSG00000173702,MUC13,ortholog_one2one,63.3267,61.7188,100.0,1.0,ENSMUSG00000022824,Muc13,ortholog_one2one,39.2786,34.2059,100.0,0.0
MUC15,ENSCJAG00000006359.5,ENSG00000169550,MUC15,ortholog_one2one,81.5013,84.2105,100.0,1.0,ENSMUSG00000050808,Muc15,ortholog_one2one,53.8874,60.7251,75.0,1.0
MUC22,ENSCJAG00000075478.1,ENSG00000261272,MUC22,ortholog_one2one,69.4915,57.8116,100.0,1.0,,,,,,,
MUC6,ENSCJAG00000079223.1,ENSG00000184956,MUC6,ortholog_one2one,74.9891,70.8077,100.0,1.0,ENSMUSG00000118661,Muc6,ortholog_one2one,49.8914,23.1094,100.0,0.0
MUCL3,ENSCJAG00000081019.1,ENSG00000168631,MUCL3,ortholog_one2one,60.1538,56.1378,100.0,1.0,ENSMUSG00000073408,Mucl3,ortholog_one2one,15.6154,40.6,100.0,0.0
MUL1,ENSCJAG00000046628.3,ENSG00000090432,MUL1,ortholog_one2one,70.1826,98.2955,100.0,1.0,ENSMUSG00000041241,Mul1,ortholog_one2one,63.4888,88.9205,100.0,1.0
MUS81,ENSCJAG00000001894.5,ENSG00000172732,MUS81,ortholog_one2one,95.8333,96.0073,100.0,1.0,ENSMUSG00000024906,Mus81,ortholog_one2one,82.2464,82.3956,100.0,1.0
MUSK,ENSCJAG00000017434.5,ENSG00000030304,MUSK,ortholog_one2one,96.1407,97.4684,75.0,1.0,ENSMUSG00000057280,Musk,ortholog_one2one,91.2599,90.0336,100.0,1.0
MUSTN1,ENSCJAG00000087173.1,ENSG00000272573,MUSTN1,ortholog_one2one,88.5057,93.9024,100.0,1.0,ENSMUSG00000042485,Mustn1,ortholog_one2one,79.3103,84.1463,100.0,1.0
MUTYH,ENSCJAG00000004634.5,ENSG00000132781,MUTYH,ortholog_one2one,87.0909,91.9386,100.0,1.0,ENSMUSG00000028687,Mutyh,ortholog_one2one,72.3636,77.2816,100.0,1.0
MVB12A,ENSCJAG00000013764.5,ENSG00000141971,MVB12A,ortholog_one2one,94.8718,94.8718,100.0,1.0,ENSMUSG00000031813,Mvb12a,ortholog_one2one,81.3187,81.9188,100.0,1.0
MVB12B,ENSCJAG00000042322.3,ENSG00000196814,MVB12B,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000038740,Mvb12b,ortholog_one2one,96.2382,96.8454,100.0,1.0
MVD,ENSCJAG00000012897.5,ENSG00000167508,MVD,ortholog_one2one,81.4356,82.25,100.0,1.0,ENSMUSG00000006517,Mvd,ortholog_one2one,74.2574,74.813,100.0,1.0
MVK,ENSCJAG00000009849.5,ENSG00000110921,MVK,ortholog_one2one,92.6768,92.6768,100.0,1.0,ENSMUSG00000041939,Mvk,ortholog_one2one,80.303,78.1327,100.0,1.0
MVP,ENSCJAG00000007166.5,ENSG00000013364,MVP,ortholog_one2one,96.5324,96.6405,100.0,1.0,ENSMUSG00000030681,Mvp,ortholog_one2one,87.8076,90.2299,100.0,1.0
MX2,ENSCJAG00000011261.4,ENSG00000183486,MX2,ortholog_one2one,74.7771,82.0979,100.0,1.0,,,,,,,
MXD1,ENSCJAG00000019266.5,ENSG00000059728,MXD1,ortholog_one2one,99.5475,99.5475,100.0,1.0,ENSMUSG00000001156,Mxd1,ortholog_one2one,88.6878,86.3436,100.0,1.0
MXD3,ENSCJAG00000006943.5,ENSG00000213347,MXD3,ortholog_one2one,97.5728,97.5728,100.0,1.0,ENSMUSG00000021485,Mxd3,ortholog_one2one,84.466,84.466,100.0,1.0
MXD4,ENSCJAG00000066421.2,ENSG00000123933,MXD4,ortholog_one2one,68.9655,76.555,100.0,1.0,ENSMUSG00000037235,Mxd4,ortholog_one2one,67.2414,74.6412,100.0,1.0
MXI1,ENSCJAG00000040477.3,ENSG00000119950,MXI1,ortholog_one2one,98.3051,98.3051,75.0,1.0,ENSMUSG00000025025,Mxi1,ortholog_one2one,95.5932,95.5932,75.0,1.0
MXRA5,ENSCJAG00000013776.5,ENSG00000101825,MXRA5,ortholog_one2one,89.9079,89.7808,50.0,1.0,,,,,,,
MXRA8,ENSCJAG00000040810.3,ENSG00000162576,MXRA8,ortholog_one2one,86.6516,86.6516,100.0,1.0,ENSMUSG00000029070,Mxra8,ortholog_one2one,73.9819,73.9819,100.0,1.0
MYADM,ENSCJAG00000018390.4,ENSG00000179820,MYADM,ortholog_one2one,93.7888,93.7888,100.0,1.0,ENSMUSG00000068566,Myadm,ortholog_one2one,82.2981,82.8125,50.0,0.0
MYADML2,ENSCJAG00000047053.2,ENSG00000185105,MYADML2,ortholog_one2one,93.4853,93.4853,100.0,1.0,ENSMUSG00000025141,Myadml2,ortholog_one2one,89.2508,89.2508,100.0,1.0
MYB,ENSCJAG00000007798.5,ENSG00000118513,MYB,ortholog_one2one,97.3719,97.3719,100.0,1.0,ENSMUSG00000019982,Myb,ortholog_one2one,87.7792,88.4768,100.0,1.0
MYBL2,ENSCJAG00000017819.5,ENSG00000101057,MYBL2,ortholog_one2one,85.6,91.7143,100.0,1.0,ENSMUSG00000017861,Mybl2,ortholog_one2one,75.3333,80.2557,100.0,1.0
MYBPC1,ENSCJAG00000001676.5,ENSG00000196091,MYBPC1,ortholog_one2one,92.0716,92.2289,100.0,1.0,ENSMUSG00000020061,Mybpc1,ortholog_one2one,89.1731,91.8349,75.0,1.0
MYBPC2,ENSCJAG00000007794.4,ENSG00000086967,MYBPC2,ortholog_one2one,94.8246,94.7415,100.0,1.0,ENSMUSG00000038670,Mybpc2,ortholog_one2one,91.7544,92.0775,100.0,1.0
MYBPC3,ENSCJAG00000020066.5,ENSG00000134571,MYBPC3,ortholog_one2one,95.2119,95.2119,100.0,1.0,ENSMUSG00000002100,Mybpc3,ortholog_one2one,89.168,88.8889,100.0,1.0
MYBPH,ENSCJAG00000006451.5,ENSG00000133055,MYBPH,ortholog_one2one,85.9885,93.9203,100.0,1.0,ENSMUSG00000042451,Mybph,ortholog_one2one,78.5029,84.6791,100.0,1.0
MYBPHL,ENSCJAG00000002949.5,ENSG00000221986,MYBPHL,ortholog_one2one,76.8844,86.4407,100.0,1.0,ENSMUSG00000068745,Mybphl,ortholog_one2one,69.8492,78.3099,100.0,1.0
MYC,ENSCJAG00000012620.5,ENSG00000136997,MYC,ortholog_one2one,95.5752,95.1542,100.0,1.0,ENSMUSG00000022346,Myc,ortholog_one2many,90.0443,89.6476,75.0,1.0
MYCBP2,ENSCJAG00000021196.5,ENSG00000005810,MYCBP2,ortholog_one2one,96.7749,96.8576,100.0,1.0,ENSMUSG00000033004,Mycbp2,ortholog_one2one,96.2836,94.9853,100.0,1.0
MYCBPAP,ENSCJAG00000018762.5,ENSG00000136449,MYCBPAP,ortholog_one2one,89.172,89.2667,100.0,1.0,ENSMUSG00000039110,Mycbpap,ortholog_one2one,69.7452,69.7452,100.0,1.0
MYCL,ENSCJAG00000002700.5,ENSG00000116990,MYCL,ortholog_one2one,95.0685,95.3297,100.0,1.0,ENSMUSG00000028654,Mycl,ortholog_one2one,88.7671,88.0435,100.0,1.0
MYCN,ENSCJAG00000039364.3,ENSG00000134323,MYCN,ortholog_one2one,97.1983,97.1983,100.0,1.0,ENSMUSG00000037169,Mycn,ortholog_one2many,85.1293,85.4978,100.0,1.0
MYD88,ENSCJAG00000010193.5,ENSG00000172936,MYD88,ortholog_one2one,78.3562,96.6216,50.0,1.0,ENSMUSG00000032508,Myd88,ortholog_one2one,65.7534,81.0811,0.0,0.0
MYDGF,ENSCJAG00000017503.5,ENSG00000074842,MYDGF,ortholog_one2one,93.0636,93.0636,100.0,1.0,ENSMUSG00000019579,Mydgf,ortholog_one2one,80.9249,84.3373,100.0,1.0
MYEF2,ENSCJAG00000001875.5,ENSG00000104177,MYEF2,ortholog_one2one,98.3333,98.3333,100.0,1.0,ENSMUSG00000027201,Myef2,ortholog_one2many,91.0,92.3858,100.0,1.0
MYF5,ENSCJAG00000019340.5,ENSG00000111049,MYF5,ortholog_one2one,97.2549,97.2549,100.0,1.0,ENSMUSG00000000435,Myf5,ortholog_one2one,89.0196,89.0196,100.0,1.0
MYF6,ENSCJAG00000081789.1,ENSG00000111046,MYF6,ortholog_one2one,98.7603,98.7603,100.0,1.0,ENSMUSG00000035923,Myf6,ortholog_one2one,94.6281,94.6281,100.0,1.0
MYG1,ENSCJAG00000018493.4,ENSG00000139637,MYG1,ortholog_one2one,93.0851,93.0851,100.0,1.0,ENSMUSG00000001285,Myg1,ortholog_one2one,85.3723,84.4737,100.0,1.0
MYH10,ENSCJAG00000014308.6,ENSG00000133026,MYH10,ortholog_one2one,99.6512,99.6512,100.0,1.0,ENSMUSG00000020900,Myh10,ortholog_one2one,97.4589,97.1684,100.0,1.0
MYH11,ENSCJAG00000005543.5,ENSG00000133392,MYH11,ortholog_one2one,98.4841,98.8337,100.0,1.0,ENSMUSG00000018830,Myh11,ortholog_one2one,96.6144,96.6144,100.0,1.0
MYH13,ENSCJAG00000041650.2,ENSG00000006788,MYH13,ortholog_one2one,97.9887,98.0392,100.0,1.0,ENSMUSG00000060180,Myh13,ortholog_one2one,96.6478,96.6976,100.0,1.0
MYH14,ENSCJAG00000004268.6,ENSG00000105357,MYH14,ortholog_one2one,97.9862,97.9862,100.0,1.0,ENSMUSG00000030739,Myh14,ortholog_one2one,91.8468,91.9823,100.0,1.0
MYH15,ENSCJAG00000005009.5,ENSG00000144821,MYH15,ortholog_one2one,90.486,90.8619,100.0,1.0,ENSMUSG00000092009,Myh15,ortholog_one2one,72.9059,73.2467,100.0,1.0
MYH3,ENSCJAG00000012860.4,ENSG00000109063,MYH3,ortholog_one2one,99.5361,99.5361,100.0,1.0,ENSMUSG00000020908,Myh3,ortholog_one2one,98.1959,98.1959,100.0,1.0
MYH4,ENSCJAG00000007663.4,ENSG00000264424,MYH4,ortholog_one2one,97.5773,97.6276,100.0,1.0,,,,,,,
MYH7,ENSCJAG00000007545.4,ENSG00000092054,MYH7,ortholog_one2one,95.1952,98.2946,100.0,1.0,ENSMUSG00000053093,Myh7,ortholog_one2one,94.995,98.0879,100.0,1.0
MYH7B,ENSCJAG00000017977.4,ENSG00000078814,MYH7B,ortholog_one2one,96.6196,98.6605,100.0,1.0,ENSMUSG00000074652,Myh7b,ortholog_one2one,94.4501,96.4451,100.0,1.0
MYH8,ENSCJAG00000046689.2,ENSG00000133020,MYH8,ortholog_one2one,98.2447,98.2447,100.0,1.0,ENSMUSG00000055775,Myh8,ortholog_one2one,96.7992,96.7992,100.0,1.0
MYH9,ENSCJAG00000013642.5,ENSG00000100345,MYH9,ortholog_one2one,99.4898,99.4898,50.0,1.0,ENSMUSG00000022443,Myh9,ortholog_one2one,96.9898,96.9898,50.0,0.0
MYL1,ENSCJAG00000010924.5,ENSG00000168530,MYL1,ortholog_one2one,78.5388,88.6598,100.0,1.0,ENSMUSG00000061816,Myl1,ortholog_one2one,77.6256,90.4255,100.0,1.0
MYL10,ENSCJAG00000016065.5,ENSG00000106436,MYL10,ortholog_one2one,92.4107,91.5929,100.0,1.0,ENSMUSG00000005474,Myl10,ortholog_one2one,64.2857,97.9592,100.0,1.0
MYL11,ENSCJAG00000002571.5,ENSG00000180209,MYL11,ortholog_one2one,97.0414,97.0414,75.0,1.0,ENSMUSG00000030672,Mylpf,ortholog_one2one,98.2249,98.2249,100.0,1.0
MYL12B,ENSCJAG00000080160.1,ENSG00000118680,MYL12B,ortholog_one2one,100.0,100.0,75.0,1.0,ENSMUSG00000034868,Myl12b,ortholog_one2one,100.0,100.0,75.0,1.0
MYL2,ENSCJAG00000041889.3,ENSG00000111245,MYL2,ortholog_one2one,97.5758,96.988,100.0,1.0,ENSMUSG00000013936,Myl2,ortholog_one2one,79.3939,74.4318,100.0,1.0
MYL3,ENSCJAG00000043990.3,ENSG00000160808,MYL3,ortholog_one2one,56.6667,95.8974,100.0,1.0,ENSMUSG00000059741,Myl3,ortholog_one2one,54.8485,88.7255,100.0,1.0
MYL4,ENSCJAG00000019880.5,ENSG00000198336,MYL4,ortholog_one2one,97.4359,96.4467,50.0,1.0,ENSMUSG00000061086,Myl4,ortholog_one2one,89.2308,90.1554,100.0,1.0
MYL5,ENSCJAG00000001984.5,ENSG00000215375,MYL5,ortholog_one2one,98.2659,98.2659,100.0,1.0,,,,,,,
MYL6B,ENSCJAG00000011620.4,ENSG00000196465,MYL6B,ortholog_one2one,97.5962,97.5962,75.0,1.0,ENSMUSG00000039824,Myl6b,ortholog_one2one,91.3462,91.7874,100.0,1.0
MYL7,ENSCJAG00000008015.4,ENSG00000106631,MYL7,ortholog_one2one,99.4286,99.4286,100.0,1.0,ENSMUSG00000020469,Myl7,ortholog_one2one,94.8571,94.8571,100.0,1.0
MYL9,ENSCJAG00000035540.4,ENSG00000101335,MYL9,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000067818,Myl9,ortholog_one2one,99.4186,99.4186,100.0,1.0
MYLK,ENSCJAG00000007474.5,ENSG00000065534,MYLK,ortholog_one2one,94.0083,95.0888,100.0,1.0,ENSMUSG00000022836,Mylk,ortholog_one2one,84.6591,84.0513,100.0,1.0
MYLK2,ENSCJAG00000020773.5,ENSG00000101306,MYLK2,ortholog_one2one,96.4765,96.4765,100.0,1.0,ENSMUSG00000027470,Mylk2,ortholog_one2one,83.3893,81.0767,100.0,1.0
MYLK3,ENSCJAG00000010287.5,ENSG00000140795,MYLK3,ortholog_one2one,83.4273,90.3541,100.0,1.0,ENSMUSG00000031698,Mylk3,ortholog_one2one,63.4724,70.8176,100.0,1.0
MYLK4,ENSCJAG00000032058.4,ENSG00000145949,MYLK4,ortholog_one2one,54.2986,92.7835,100.0,1.0,ENSMUSG00000044951,Mylk4,ortholog_one2one,61.8401,61.4693,100.0,1.0
MYMK,ENSCJAG00000084227.1,ENSG00000187616,MYMK,ortholog_one2one,95.4751,95.4751,100.0,1.0,ENSMUSG00000009214,Mymk,ortholog_one2one,89.1403,89.1403,100.0,1.0
MYMX,ENSCJAG00000022396.3,ENSG00000262179,MYMX,ortholog_one2one,96.4286,96.4286,100.0,1.0,ENSMUSG00000079471,Mymx,ortholog_one2one,78.5714,61.1111,100.0,1.0
MYNN,ENSCJAG00000002629.5,ENSG00000085274,MYNN,ortholog_one2one,90.3759,98.5246,100.0,1.0,ENSMUSG00000037730,Mynn,ortholog_one2one,84.3609,91.9672,100.0,1.0
MYO10,ENSCJAG00000011831.5,ENSG00000145555,MYO10,ortholog_one2one,98.5909,98.5909,100.0,1.0,ENSMUSG00000022272,Myo10,ortholog_one2one,94.1205,93.9379,100.0,1.0
MYO15A,ENSCJAG00000000964.5,ENSG00000091536,MYO15A,ortholog_one2one,93.5868,93.4278,50.0,1.0,ENSMUSG00000042678,Myo15a,ortholog_one2one,81.7253,82.0279,50.0,0.0
MYO15B,ENSCJAG00000014244.5,ENSG00000266714,MYO15B,ortholog_one2one,82.825,83.3333,100.0,1.0,ENSMUSG00000034427,Myo15b,ortholog_one2one,62.7287,64.4247,100.0,1.0
MYO16,ENSCJAG00000014617.5,ENSG00000041515,MYO16,ortholog_one2one,91.2008,93.7234,100.0,1.0,ENSMUSG00000039057,Myo16,ortholog_one2one,73.2919,73.7884,100.0,1.0
MYO18A,ENSCJAG00000013358.6,ENSG00000196535,MYO18A,ortholog_one2one,82.1957,97.3223,75.0,1.0,ENSMUSG00000000631,Myo18a,ortholog_one2one,78.3306,91.4546,100.0,1.0
MYO18B,ENSCJAG00000003112.5,ENSG00000133454,MYO18B,ortholog_one2one,92.0078,91.9361,100.0,1.0,ENSMUSG00000072720,Myo18b,ortholog_one2one,73.8791,72.7447,100.0,1.0
MYO19,ENSCJAG00000001068.5,ENSG00000278259,MYO19,ortholog_one2one,92.0619,92.0619,50.0,1.0,ENSMUSG00000020527,Myo19,ortholog_one2one,81.2371,81.8276,100.0,1.0
MYO1A,ENSCJAG00000010493.5,ENSG00000166866,MYO1A,ortholog_one2one,95.302,95.302,100.0,1.0,ENSMUSG00000025401,Myo1a,ortholog_one2one,86.6731,86.6731,100.0,1.0
MYO1B,ENSCJAG00000003380.5,ENSG00000128641,MYO1B,ortholog_one2one,99.2989,99.7359,50.0,1.0,ENSMUSG00000018417,Myo1b,ortholog_one2one,97.4584,97.8873,50.0,0.0
MYO1C,ENSCJAG00000002077.4,ENSG00000197879,MYO1C,ortholog_one2one,95.6767,95.7667,100.0,1.0,ENSMUSG00000017774,Myo1c,ortholog_one2one,94.4549,94.5437,100.0,1.0
MYO1D,ENSCJAG00000014516.5,ENSG00000176658,MYO1D,ortholog_one2one,98.7078,98.7078,100.0,1.0,ENSMUSG00000035441,Myo1d,ortholog_one2one,97.4155,97.4155,100.0,1.0
MYO1E,ENSCJAG00000001979.4,ENSG00000157483,MYO1E,ortholog_one2one,93.7015,98.0144,100.0,1.0,ENSMUSG00000032220,Myo1e,ortholog_one2one,91.717,96.0253,75.0,1.0
MYO1F,ENSCJAG00000038608.3,ENSG00000142347,MYO1F,ortholog_one2one,95.8818,97.541,75.0,1.0,ENSMUSG00000024300,Myo1f,ortholog_one2one,91.4951,93.0783,75.0,1.0
MYO1G,ENSCJAG00000011889.5,ENSG00000136286,MYO1G,ortholog_one2one,97.2495,97.2495,100.0,1.0,ENSMUSG00000020437,Myo1g,ortholog_one2one,89.9804,89.4531,100.0,1.0
MYO1H,ENSCJAG00000009995.5,ENSG00000174527,MYO1H,ortholog_one2one,95.7611,95.7611,100.0,1.0,ENSMUSG00000066952,Myo1h,ortholog_one2one,87.3796,87.3796,100.0,1.0
MYO3A,ENSCJAG00000007540.5,ENSG00000095777,MYO3A,ortholog_one2one,93.9281,93.8119,100.0,1.0,ENSMUSG00000025716,Myo3a,ortholog_one2one,81.3507,80.9994,100.0,1.0
MYO3B,ENSCJAG00000006877.5,ENSG00000071909,MYO3B,ortholog_one2one,93.3574,96.4206,100.0,1.0,ENSMUSG00000042064,Myo3b,ortholog_one2one,82.6715,85.8965,100.0,1.0
MYO5A,ENSCJAG00000000894.6,ENSG00000197535,MYO5A,ortholog_one2one,98.6148,98.4574,100.0,1.0,ENSMUSG00000034593,Myo5a,ortholog_one2one,95.7912,96.9272,100.0,1.0
MYO5B,ENSCJAG00000004857.5,ENSG00000167306,MYO5B,ortholog_one2one,97.3499,97.4026,100.0,1.0,ENSMUSG00000025885,Myo5b,ortholog_one2one,89.8864,90.1301,100.0,1.0
MYO5C,ENSCJAG00000000926.6,ENSG00000128833,MYO5C,ortholog_one2one,96.4409,96.4409,100.0,1.0,ENSMUSG00000033590,Myo5c,ortholog_one2one,88.5763,88.5763,100.0,1.0
MYO6,ENSCJAG00000010541.5,ENSG00000196586,MYO6,ortholog_one2one,97.3541,97.3541,100.0,1.0,ENSMUSG00000033577,Myo6,ortholog_one2one,96.3424,95.6723,100.0,1.0
MYO7A,ENSCJAG00000015009.6,ENSG00000137474,MYO7A,ortholog_one2one,98.9165,98.9165,100.0,1.0,ENSMUSG00000030761,Myo7a,ortholog_one2one,96.4786,96.4786,100.0,1.0
MYO7B,ENSCJAG00000010630.5,ENSG00000169994,MYO7B,ortholog_one2one,93.461,93.4174,75.0,1.0,ENSMUSG00000024388,Myo7b,ortholog_one2one,79.6357,80.691,100.0,1.0
MYO9A,ENSCJAG00000018532.5,ENSG00000066933,MYO9A,ortholog_one2one,92.7569,95.9969,100.0,1.0,ENSMUSG00000039585,Myo9a,ortholog_one2one,88.2063,88.4074,100.0,1.0
MYO9B,ENSCJAG00000009486.6,ENSG00000099331,MYO9B,ortholog_one2one,95.4967,95.3639,100.0,1.0,ENSMUSG00000004677,Myo9b,ortholog_one2one,83.3333,84.3515,50.0,0.0
MYOC,ENSCJAG00000071226.1,ENSG00000034971,MYOC,ortholog_one2one,94.2857,91.6667,100.0,1.0,ENSMUSG00000026697,Myoc,ortholog_one2one,79.7959,79.7959,100.0,1.0
MYOCD,ENSCJAG00000004683.5,ENSG00000141052,MYOCD,ortholog_one2one,94.6841,95.7404,100.0,1.0,ENSMUSG00000020542,Myocd,ortholog_one2one,80.6419,81.7904,100.0,1.0
MYOCOS,ENSCJAG00000045018.3,ENSG00000283683,MYOCOS,ortholog_one2one,83.5443,82.5,100.0,1.0,,,,,,,
MYOD1,ENSCJAG00000009258.5,ENSG00000129152,MYOD1,ortholog_one2one,95.6113,95.3125,100.0,1.0,ENSMUSG00000009471,Myod1,ortholog_one2one,87.7743,88.0503,100.0,1.0
MYOF,ENSCJAG00000008827.5,ENSG00000138119,MYOF,ortholog_one2one,96.25,97.1373,100.0,1.0,ENSMUSG00000048612,Myof,ortholog_one2one,92.5,93.3527,100.0,1.0
MYOG,ENSCJAG00000006443.4,ENSG00000122180,MYOG,ortholog_one2one,87.5502,97.3214,100.0,1.0,ENSMUSG00000026459,Myog,ortholog_one2one,86.3454,95.9821,100.0,1.0
MYOM1,ENSCJAG00000012917.5,ENSG00000101605,MYOM1,ortholog_one2one,95.9808,94.9555,75.0,1.0,ENSMUSG00000024049,Myom1,ortholog_one2one,87.3425,87.3425,75.0,1.0
MYOM2,ENSCJAG00000004613.5,ENSG00000036448,MYOM2,ortholog_one2one,93.2032,94.5392,100.0,1.0,ENSMUSG00000031461,Myom2,ortholog_one2one,88.2907,89.6787,100.0,1.0
MYOM3,ENSCJAG00000020880.4,ENSG00000142661,MYOM3,ortholog_one2one,94.8504,94.8504,100.0,1.0,ENSMUSG00000037139,Myom3,ortholog_one2one,82.9506,82.8353,100.0,1.0
MYORG,ENSCJAG00000083712.1,ENSG00000164976,MYORG,ortholog_one2one,96.6387,96.6387,100.0,1.0,ENSMUSG00000046312,Myorg,ortholog_one2one,92.0168,91.7598,100.0,1.0
MYOT,ENSCJAG00000006134.5,ENSG00000120729,MYOT,ortholog_one2one,95.5823,95.5823,100.0,1.0,ENSMUSG00000024471,Myot,ortholog_one2one,88.5542,88.9113,0.0,0.0
MYOZ1,ENSCJAG00000067787.2,ENSG00000177791,MYOZ1,ortholog_one2one,97.9933,97.9933,100.0,1.0,ENSMUSG00000068697,Myoz1,ortholog_one2one,90.301,91.2162,100.0,1.0
MYOZ2,ENSCJAG00000048574.2,ENSG00000172399,MYOZ2,ortholog_one2one,96.9697,96.9697,100.0,1.0,ENSMUSG00000028116,Myoz2,ortholog_one2one,88.2576,88.2576,100.0,1.0
